merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size,resolution_type,resolution_confidence,raw_record_count,conflict_details
MCH9001,Mangat-Sachar,4814,Telecom,Individual,Kolkata,West Bengal,2023-11-09 00:00:00,MHGZ0836129052576,ACTIVE,805.62,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Sangha-Ravi', 'Mangat-Sachar']; Conflicting Categories: ['Pharmacy', 'Mobile Recharge']; Conflicting Cities: ['Bangalore', 'Kolkata']"
MCH9002,Manne Ltd,,Department Store,Partnership,Asr,Punjab,2023-04-11 00:00:00,XXXX2471,ACTIVE,2336.66,SINGLETON,1.0,1,No duplicates
MCH9004,Kaurinc,5699,Apparel,Partnership,Bengaluru,Karnataka,2023-10-07 00:00:00,XXXX9308,ACTIVE,1124.44,CONFLICTING_MERCHANT_RECORD,0.55,3,"Conflicting Names: ['Vaidya-Subramanian', 'Kaurinc', 'Nigam, Hegde And Sura']; Conflicting Categories: ['Chemist', 'Apparel', 'Pharmacies']; Conflicting Cities: ['Ldh', 'Bengaluru', 'Hyd']"
MCH9006,Chopra-Sandhu,5699,Apparel,Partnership,Lko,Uttar Pradesh,2024-04-03 00:00:00,XXXX5629,ACTIVE,1365.03,SINGLETON,1.0,1,No duplicates
MCH9008,"Gour, Amble And Bakshi",5411,Grocery,Sole_Proprietor,Amritsar,Punjab,2024-12-18 18:50:53,NUSH9143769186873,ACTIVE,1167.35,SINGLETON,1.0,1,No duplicates
MCH9009,Badami-Sani,5411,Grocery,Individual,Mumbay,Maharashtra,2024-03-31 00:00:00,XXXX8465,ACTIVE,1732.46,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Singhal, Patil And Brar', 'Badami-Sani']; Conflicting Categories: ['Retail', 'Groceries']; Conflicting Cities: ['Jalandar', 'Mumbay']"
MCH9012,"Bada1, Saxena And Banik",5912,Pharmacy,Sole_Proprietor,Madras,Tamil Nadu,2023-04-06 00:00:00,BQEZ6789281493194,ACTIVE,275.88,CONFLICTING_MERCHANT_RECORD,0.55,3,"Conflicting Names: ['Nagy-Master', 'Goel, Devan And Grover', 'Bada1, Saxena And Banik']; Conflicting Categories: ['Misc Retail', 'Grocery_Store', 'Medical']; Conflicting Cities: ['Bombay', 'Asr', 'Madras']"
MCH9014,Konda-Ram,4814,Telecom,Sole_Proprietor,Ldh,Punjab,2025-08-15 00:00:00,,ACTIVE,485.94,SINGLETON,1.0,1,No duplicates
MCH9015,Prashad Inc,5812,Restaurant,Sole-Proprietor,Madras,Tamil Nadu,2025-08-05 00:00:00,ZMCX8700350444666,ACTIVE,787.45,SINGLETON,1.0,1,No duplicates
MCH9016,Upadhyay-Sethi,4814,Telecom,Partnership,Mumbay,Maharashtra,2025-07-27 08:59:26,XXXX7823,ACTIVE,764.46,SINGLETON,1.0,1,No duplicates
MCH9018,Tak Plc,5999,Miscellaneous Retail,Partnership,Amritsar,Punjab,2023-11-25 00:00:00,,ACTIVE,354.66,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Tak Plc', 'Zacharia And Sons']; Conflicting Categories: ['Misc Retail', 'Stationery']; Conflicting Cities: ['Amritsar', 'Blr']"
MCH9021,Dubey Plc,4814,Telecom,Private Limited,Jpr,Rajasthan,2023-10-03 00:00:00,DCIU7751773884205,INACTIVE,214.99,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Sandhu-Jayaraman', 'Dubey Plc']; Conflicting Categories: ['Dept_Store', 'Telecom']; Conflicting Cities: ['Delhi', 'Jpr']"
MCH9022,"Kunda,Dugarandkari",5699,Apparel,Individual,Amritsar,Punjab,2026-01-24 00:00:00,,ACTIVE,1439.0,SINGLETON,1.0,1,No duplicates
MCH9027,"Dani, Soni And Nagy",7011,Hotel & Lodging,Partnership,Jalandhar,Punjab,2023-10-26 00:00:00,XXXX0115,ACTIVE,905.68,SINGLETON,1.0,1,No duplicates
MCH9029,Hayre And Sons,5311,Department Store,Individual,Amritsar,Punjab,2025-11-19 00:00:00,,ACTIVE,,SINGLETON,1.0,1,No duplicates
MCH9032,Johal-Vaidya,5311,Department Store,Partnership,Mumbai,Maharashtra,2023-06-07 06:53:00,,ACTIVE,821.89,SINGLETON,1.0,1,No duplicates
MCH9035,Merchant Plc,5411,Grocery,Private Limited,Jpr,Rajasthan,2023-02-04 00:00:00,UCPE5658691269773,ACTIVE,1280.34,SINGLETON,1.0,1,No duplicates
MCH9036,Cherian Llc,5699,Apparel,Sole_Proprietor,Ludhiana,Punjab,2023-05-17 18:31:08,XXXX5926,ACTIVE,928.81,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Cherian Llc', 'Banerjee-Shenoy']; Conflicting Categories: ['Apparel', 'Pharmacy']; Conflicting Cities: ['Ludhiana', 'Poona']"
MCH9037,Varty-Vaidya,4131,Transportation,Private_Limited,Jalandhar,Punjab,2023-04-17 21:34:00,XXXX4749,ACTIVE,2383.02,SINGLETON,1.0,1,No duplicates
MCH9038,Dargroup,5942,Books & Stationery,Sole-Proprietor,Amritsar,Punjab,2024-02-06 00:00:00,PWGC8781462428260,ACTIVE,1037.27,CONFLICTING_MERCHANT_RECORD,0.55,4,"Conflicting Names: ['Dara, Pai And Saxena', 'Dargroup', 'Naidu Group']; Conflicting Categories: ['Garments', 'Books', 'Transport']; Conflicting Cities: ['Ldh', 'Amritsar', 'Mumbai']"
MCH9040,Sharma-Dubey,,Books & Stationery,Sole Proprietor,Jpr,Rajasthan,2023-06-25 10:52:00,XXXX1697,ACTIVE,573.1,SINGLETON,1.0,1,No duplicates
MCH9041,Kade-Sahota,4131,Transportation,Individual,Poona,Maharashtra,,8030172107,ACTIVE,2738.21,SINGLETON,1.0,1,No duplicates
MCH9043,Setty And Sons,7011,Hotel & Lodging,Partnership,Pune,Maharashtra,2024-02-10 00:00:00,,ACTIVE,3323.0,SINGLETON,1.0,1,No duplicates
MCH9045,"Kaul, Sethi And Vaidya",4814,Telecom,Partnership,Bangalore,Karnataka,,6906668934,INACTIVE,1488.0,SINGLETON,1.0,1,No duplicates
MCH9048,Kalla Plc,5812,Restaurant,Partnership,Jalandhar,Punjab,2023-09-18 04:32:57,,ACTIVE,544.22,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Sastry-Prakash', 'Kalla Plc']; Conflicting Categories: ['Restaurants', 'Food']; Conflicting Cities: ['Pune', 'Jalandhar']"
MCH9049,Babu-Bali,5812,Restaurant,Individual,Bengaluru,Karnataka,2023-07-02 10:16:00,4401897773,ACTIVE,2337.3,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Babu-Bali', 'Badami, Pathak And Murty']; Conflicting Categories: ['Eating Place', 'Pharmacy']; Conflicting Cities: ['Bengaluru', 'Pune']"
MCH9050,"Oza, Shukla And Chandra",7011,Hotel & Lodging,Individual,Jalandhar,Punjab,2024-05-12 00:00:00,XXXX1789,ACTIVE,2974.94,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Bali Ltd', 'Oza, Shukla And Chandra']; Conflicting Categories: ['Bus/Taxi', 'Hotels']"
MCH9051,"Gara, Keer And Padmanabhan",4814,Telecom,Sole-Proprietor,Bengaluru,Karnataka,2023-07-16 00:00:00,XXXX6304,ACTIVE,1715.14,SINGLETON,1.0,1,No duplicates
MCH9052,Ramaswamy-Chhabra,,Books & Stationery,Partnership,Mumbai,Maharashtra,2024-11-10 00:00:00,,ACTIVE,534.11,SINGLETON,1.0,1,No duplicates
MCH9056,"Misra, Kalita And Kapur",5942,Books & Stationery,Private_Limited,Lko,Uttar Pradesh,2023-06-17 00:00:00,0830352688,ACTIVE,497.59,SINGLETON,1.0,1,No duplicates
MCH9057,Dayal Ltd,,Books & Stationery,Partnership,Jpr,Rajasthan,2024-10-11 00:00:00,TJAX1540713634286,ACTIVE,728.46,SINGLETON,1.0,1,No duplicates
MCH9059,Shroff Ltd,5311,Department Store,Private_Limited,Jalandhar,Punjab,2023-07-18 00:00:00,,ACTIVE,399.71,SINGLETON,1.0,1,No duplicates
MCH9060,"Ramaswamy, Singhal And Deep",5999,Miscellaneous Retail,Individual,Mumbai,Maharashtra,2023-01-01 00:00:00,,ACTIVE,1011.0,SINGLETON,1.0,1,No duplicates
MCH9063,"Bhatt, Sabharwal And Devi",5699,Apparel,Sole Proprietor,Calcutta,West Bengal,2023-09-10 00:00:00,XXXX6663,INACTIVE,,SINGLETON,1.0,1,No duplicates
MCH9067,Korpal-Som,4814,Telecom,Private-Limited,Amritsar,Punjab,2024-10-04 00:00:00,5383470268,INACTIVE,1246.81,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Boase-Sule', 'Korpal-Som']; Conflicting Categories: ['Books_Stationery', 'Telecom']; Conflicting Cities: ['Jalandhar', 'Amritsar']"
MCH9068,Halder Plc,5699,Apparel,Private-Limited,Jalandhar,Punjab,2023-10-08 00:00:00,3161253540,ACTIVE,5193.72,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Rege-Rao', 'Halder Plc']; Conflicting Categories: ['Hotels', 'Apparel']; Conflicting Cities: ['New Delhi', 'Jalandhar']"
MCH9070,"Buch, Samra And Tata",5912,Pharmacy,Partnership,Lucknow,Uttar Pradesh,2023-11-19 07:02:51,6049785311,ACTIVE,5075.53,SINGLETON,1.0,1,No duplicates
MCH9074,Sa1Vi-Tata,7011,Hotel & Lodging,Partnership,Chennai,Tamil Nadu,2025-04-24 00:00:00,XXXX6816,ACTIVE,1227.0,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Sa1Vi-Tata', 'Thaman-Ramesh']; Conflicting Categories: ['Hotels', 'Kirana']; Conflicting Cities: ['Chennai', 'New Delhi']"
MCH9075,Bhakta Inc,4814,Telecom,Partnership,New Delhi,Delhi,2023-10-20 00:00:00,,INACTIVE,1186.46,SINGLETON,1.0,1,No duplicates
MCH9080,Sarraf Group,4814,Telecom,Private_Limited,Jalandhar,Punjab,2023-09-06 11:01:24,ZYKY9821545261930,ACTIVE,2602.3,CONFLICTING_MERCHANT_RECORD,0.55,3,"Conflicting Names: ['Jani And Sons', 'Sarraf Group', 'Goswami, Nagy And Sathe']; Conflicting Categories: ['Apparel', 'Telecom', 'Travel']; Conflicting Cities: ['Lko', 'Jalandhar', 'Jpr']"
MCH9081,Patil-Hans,4814,Telecom,Individual,Mumbai,Maharashtra,2025-06-12 12:49:19,8795015116,ACTIVE,,SINGLETON,1.0,1,No duplicates
MCH9082,"Dutt, Behl And Sant",5311,Department Store,Individual,Hyd,Telangana,,6486570374,ACTIVE,621.31,CONFLICTING_MERCHANT_RECORD,0.55,3,"Conflicting Names: ['Seshadri Group', 'Din-Batta', 'Dutt, Behl And Sant']; Conflicting Categories: ['Eating Place', 'Department Stores', 'Dept_Store']; Conflicting Cities: ['Jaipur', 'Mumbai', 'Hyd']"
MCH9083,"Gera, Varghese And Karpe",5311,Department Store,Private Limited,Jaipur,Rajasthan,2025-05-19 00:31:00,9824715725,ACTIVE,3755.09,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Vohra-Mishra', 'Gera, Varghese And Karpe']; Conflicting Categories: ['Food_Services', 'Department Store']; Conflicting Cities: ['Pune', 'Jaipur']"
MCH9088,Bhardwaj-Bala,5999,Miscellaneous Retail,Partnership,Madras,Tamil Nadu,2025-06-26 00:00:00,UMVD8641404072198,ACTIVE,4130.0,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Bhardwaj-Bala', 'Bajaj-Karnik']; Conflicting Categories: ['Miscellaneous', 'Chemist']; Conflicting Cities: ['Madras', 'Mumbay']"
MCH9091,"Dewan, Hayre And Kala",4131,Transportation,Sole_Proprietor,Amritsar,Punjab,,VGTR9380587606414,INACTIVE,4267.28,SINGLETON,1.0,1,No duplicates
MCH9092,Mall-Deshpande,7011,Hotel & Lodging,Partnership,Delhi,Delhi,2025-12-26 00:00:00,JMDU2866891583451,INACTIVE,1485.1,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Mall-Deshpande', 'Deshmukh Inc']; Conflicting Categories: ['Hospitality', 'Hotel_Lodging']; Conflicting Cities: ['Delhi', 'Jalandhar']"
MCH9094,"Yadav, Zacharia And Dutt",5912,Pharmacy,Sole-Proprietor,Ludhiana,Punjab,2023-09-24 00:00:00,2133770313,SUSPENDED,1081.32,SINGLETON,1.0,1,No duplicates
MCH9095,Mital-Reddy,4814,Telecom,Partnership,Lucknow,Uttar Pradesh,2025-12-07 00:00:00,,SUSPENDED,1105.17,SINGLETON,1.0,1,No duplicates
MCH9096,Tandon-Thaman,5999,Miscellaneous Retail,Individual,Delhi,Delhi,2023-09-03 00:00:00,3351065613,ACTIVE,2658.35,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Tandon-Thaman', 'Boase, Swaminathan And Yohannan']; Conflicting Categories: ['Retail Other', 'Miscellaneous']; Conflicting Cities: ['Delhi', 'Chennai']"
MCH9098,Manda And Sons,5812,Restaurant,Partnership,Bengaluru,Karnataka,2024-03-03 16:14:27,XXXX2826,ACTIVE,870.0,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Manda And Sons', 'Ghosh-Roy']; Conflicting Categories: ['Restaurants', 'Hotels']; Conflicting Cities: ['Bengaluru', 'Calcutta']"
MCH9100,Dey-Bandi,5999,Miscellaneous Retail,Sole_Proprietor,Mumbai,Maharashtra,2023-01-23 11:38:30,XLOL4843036264872,ACTIVE,707.08,SINGLETON,1.0,1,No duplicates
MCH9101,Pal-Ramesh,,Transportation,Partnership,Pune,Maharashtra,2024-05-29 14:48:09,XXXX0762,ACTIVE,1223.0,SINGLETON,1.0,1,No duplicates
MCH9102,Sastry-Wali,5942,Books & Stationery,Private Limited,Poona,Maharashtra,2025-06-30 04:03:18,WUTS6822135925592,ACTIVE,1846.0,SINGLETON,1.0,1,No duplicates
MCH9104,Parmar And Sons,5411,Grocery,Sole Proprietor,Poona,Maharashtra,,DUAU1962867484687,ACTIVE,1913.35,CONFLICTING_MERCHANT_RECORD,0.55,3,"Conflicting Names: ['Goel Plc', 'Parmar And Sons', 'Mannan-Kaul']; Conflicting Categories: ['Department Stores', 'Groceries', 'Bus/Taxi']; Conflicting Cities: ['Bangalore', 'Poona', 'Amritsar']"
MCH9107,"Devi, Chhabra And Sharaf",5699,Apparel,Sole_Proprietor,Pune,Maharashtra,2026-02-22 08:24:38,5670845997,ACTIVE,637.0,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Apte-Pathak', 'Devi, Chhabra And Sharaf']; Conflicting Categories: ['Cloths', 'Garments']; Conflicting Cities: ['Jalandar', 'Pune']"
MCH9109,"Som, Mittal And Wable",5699,Apparel,Partnership,Asr,Punjab,2024-11-08 00:00:00,XXXX6670,ACTIVE,553.0,SINGLETON,1.0,1,No duplicates
MCH9110,Barad Llc,7011,Hotel & Lodging,Individual,Lucknow,Uttar Pradesh,2024-08-01 13:01:22,XXXX8331,INACTIVE,1477.89,SINGLETON,1.0,1,No duplicates
MCH9111,"Dhar, Thaker And Madan",5999,Miscellaneous Retail,Private_Limited,Calcutta,West Bengal,2024-08-11 00:00:00,IKTX4120845617487,ACTIVE,1785.1,SINGLETON,1.0,1,No duplicates
MCH9112,Pingle-Natt,5311,Department Store,Sole-Proprietor,Lucknow,Uttar Pradesh,2023-09-18 08:56:52,GWBM3117902848580,INACTIVE,356.0,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Saini-Sinha', 'Pingle-Natt']; Conflicting Categories: ['Garments', 'Department Stores']; Conflicting Cities: ['Pune', 'Lucknow']"
MCH9114,Narayan-Kalita,5699,Apparel,Individual,Bengaluru,Karnataka,2025-03-08 21:47:49,PHUX7313608770713,ACTIVE,2471.0,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Tiwari-0Ak', 'Narayan-Kalita']; Conflicting Categories: ['Telecom', 'Apparel']; Conflicting Cities: ['Pune', 'Bengaluru']"
MCH9117,"Kale, Kohli And Chhabra",5942,Books & Stationery,Sole Proprietor,Jalandar,Punjab,,,SUSPENDED,206.51,SINGLETON,1.0,1,No duplicates
MCH9119,Dyal-Salvi,4814,Telecom,Partnership,Chennai,Tamil Nadu,2023-04-20 00:00:00,,ACTIVE,6428.96,SINGLETON,1.0,1,No duplicates
MCH9120,Sood Ltd,7011,Hotel & Lodging,Sole-Proprietor,Mumbay,Maharashtra,2025-09-24 21:17:00,,ACTIVE,680.9,SINGLETON,1.0,1,No duplicates
MCH9121,Divan-Char,5942,Books & Stationery,Partnership,Amritsar,Punjab,2025-02-18 00:00:00,YDYC9354203967320,INACTIVE,339.98,SINGLETON,1.0,1,No duplicates
MCH9125,"Mallick, Walia And Kanda",5311,Department Store,Partnership,Chennai,Tamil Nadu,2023-10-21 19:24:00,,ACTIVE,3007.21,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Mallick, Walia And Kanda', 'Raghavan Plc']; Conflicting Categories: ['Department Stores', 'Miscellaneous']; Conflicting Cities: ['Chennai', 'Jpr']"
MCH9126,Anne-Chahal,5411,Grocery,Partnership,Hyderabad,Telangana,2023-03-05 00:00:00,,ACTIVE,,SINGLETON,1.0,1,No duplicates
MCH9128,"Vig, Menon And Prabhakar",5942,Books & Stationery,Sole_Proprietor,New Delhi,Delhi,2023-08-30 06:57:00,ROAG7230893964425,ACTIVE,594.0,SINGLETON,1.0,1,No duplicates
MCH9129,"Sinha, Chauhan And Sathe",5411,Grocery,Partnership,Calcutta,West Bengal,2025-07-06 00:00:00,VXNZ5598805748177,ACTIVE,914.12,SINGLETON,1.0,1,No duplicates
MCH9130,Chhabra Llc,5812,Restaurant,Private-Limited,Jalandhar,Punjab,2024-12-09 00:00:00,,ACTIVE,1786.29,SINGLETON,1.0,1,No duplicates
MCH9131,"Arya, Narang And Maharaj",7011,Hotel & Lodging,Individual,Jpr,Rajasthan,2024-04-19 05:10:00,,ACTIVE,6588.75,SINGLETON,1.0,1,No duplicates
MCH9132,Shankar-Bahl,4814,Telecom,Individual,Pune,Maharashtra,2023-12-04 18:44:00,LXEB0419516326153,SUSPENDED,2278.28,SINGLETON,1.0,1,No duplicates
MCH9133,"Rai, Nadig And Karpe",4131,Transportation,Private-Limited,Ludhiana,Punjab,2025-03-09 00:00:00,,ACTIVE,268.65,SINGLETON,1.0,1,No duplicates
MCH9134,Edwin-Viswanathan,5699,Apparel,Sole Proprietor,Jalandhar,Punjab,,,ACTIVE,1602.69,SINGLETON,1.0,1,No duplicates
MCH9135,"Nath, Samra And Chopra",4814,Telecom,Sole_Proprietor,Kolkata,West Bengal,2026-02-04 01:44:00,7899898758,ACTIVE,387.53,SINGLETON,1.0,1,No duplicates
MCH9136,Mody Ltd,5411,Grocery,Individual,Madras,Tamil Nadu,2024-07-10 00:00:00,MHEB9502738400073,ACTIVE,1976.5,SINGLETON,1.0,1,No duplicates
MCH9137,Chakrabarti Plc,4131,Transportation,Private_Limited,Jaipur,Rajasthan,2023-11-19 00:00:00,XXXX6117,ACTIVE,347.82,SINGLETON,1.0,1,No duplicates
MCH9140,Raghavan-Batta,4814,Telecom,Individual,Bengaluru,Karnataka,2024-11-04 20:20:17,HHIC1764468874406,ACTIVE,755.01,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Dugar-Uppal', 'Raghavan-Batta']; Conflicting Categories: ['Grocery Stores', 'Telecom']; Conflicting Cities: ['Jaipur', 'Bengaluru']"
MCH9143,Prakash Inc,5812,Restaurant,Partnership,Lucknow,Uttar Pradesh,2023-03-02 00:00:00,XXXX9977,ACTIVE,1791.89,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Prakash Inc', 'Kibe And Sons']; Conflicting Categories: ['Restaurants', 'Mobile Recharge']; Conflicting Cities: ['Lucknow', 'Jalandhar']"
MCH9145,Chad-Karpe,5699,Apparel,Partnership,Jpr,Rajasthan,2024-11-08 19:13:00,XQWX8871352480351,ACTIVE,359.12,CONFLICTING_MERCHANT_RECORD,0.55,3,"Conflicting Names: ['Chad-Karpe', 'Yadav, Bhatti And Atwal', 'Naik, Bhargava And Cherian']; Conflicting Categories: ['Fashion', 'Telecom', 'Chemist']; Conflicting Cities: ['Jpr', 'Delhi', 'Lko']"
MCH9147,Bedi-Dugar,5912,Pharmacy,Sole-Proprietor,Bengaluru,Karnataka,2024-05-31 05:15:00,,ACTIVE,1264.98,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Bedi-Dugar', 'Borde Group']; Conflicting Categories: ['Pharmacies', 'Book Store']; Conflicting Cities: ['Bengaluru', 'Madras']"
MCH9148,Venkatesh And Sons,7011,Hotel & Lodging,Sole-Proprietor,Hyderabad,Telangana,2023-07-16 21:32:00,XXXX2774,ACTIVE,503.0,SINGLETON,1.0,1,No duplicates
MCH9149,Bandi Inc,5999,Miscellaneous Retail,Partnership,Jpr,Rajasthan,2025-03-15 00:00:00,,ACTIVE,2169.18,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Bandi Inc', 'Varghese Plc']; Conflicting Categories: ['Other', 'Kirana']; Conflicting Cities: ['Jpr', 'Jaipur']"
MCH9151,Ravi Ltd,4131,Transportation,Partnership,Jalandhar,Punjab,2025-06-26 08:37:00,,INACTIVE,779.12,SINGLETON,1.0,1,No duplicates
MCH9152,Kara-Parikh,4814,Telecom,Sole_Proprietor,Lucknow,Uttar Pradesh,2024-12-01 00:00:00,,ACTIVE,5009.29,SINGLETON,1.0,1,No duplicates
MCH9153,Amble And Sons,4131,Transportation,Sole_Proprietor,Asr,Punjab,2025-04-11 00:00:00,RQJV0029687316825,ACTIVE,,SINGLETON,1.0,1,No duplicates
MCH9154,"Mangat, Sarkar And Vasa",5311,Department Store,Sole_Proprietor,Hyderabad,Telangana,2023-03-09 00:00:00,DTTZ1892927349834,ACTIVE,1303.87,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Mangat, Sarkar And Vasa', 'Pal, Dara And Yadav']; Conflicting Categories: ['Retail', 'Retail Other']; Conflicting Cities: ['Hyderabad', 'Jaipur']"
MCH9158,"Sachdeva, Va1A And Bedi",5812,Restaurant,Sole_Proprietor,Lucknow,Uttar Pradesh,,8244922873,INACTIVE,6181.65,SINGLETON,1.0,1,No duplicates
MCH9160,Som Ltd,4814,Telecom,Partnership,Ludhiana,Punjab,2025-01-29 00:00:00,9756179537,ACTIVE,722.22,SINGLETON,1.0,1,No duplicates
MCH9161,Patla Group,5311,Department Store,Individual,Pune,Maharashtra,2024-10-25 00:00:00,XXXX6366,ACTIVE,1771.36,SINGLETON,1.0,1,No duplicates
MCH9162,Shankar-Shah,5999,Miscellaneous Retail,Private-Limited,Bangalore,Karnataka,2023-02-22 00:00:00,BRKF3158800571527,ACTIVE,,SINGLETON,1.0,1,No duplicates
MCH9164,Mital And Sons,,Apparel,Private Limited,Dilli,Delhi,2025-08-12 00:00:00,,ACTIVE,4681.79,SINGLETON,1.0,1,No duplicates
MCH9165,"Iyengar, Raja And Bhasin",5411,Grocery,Private_Limited,Lko,Uttar Pradesh,2024-03-01 00:00:00,XXXX0194,ACTIVE,1898.13,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Iyengar, Raja And Bhasin', 'Batta Plc']; Conflicting Categories: ['Grocery', 'Bus/Taxi']; Conflicting Cities: ['Lko', 'Madras']"
MCH9173,Bumb-Bandi,5999,Miscellaneous Retail,Sole_Proprietor,Poona,Maharashtra,2023-06-26 02:58:00,,ACTIVE,450.27,SINGLETON,1.0,1,No duplicates
MCH9174,"Chander, Goswami And Butala",7011,Hotel & Lodging,Partnership,Jalandar,Punjab,2024-06-14 12:24:00,1722137543,ACTIVE,914.67,SINGLETON,1.0,1,No duplicates
MCH9175,Bhatt Ltd,7011,Hotel & Lodging,Sole-Proprietor,Blr,Karnataka,2025-04-27 18:17:00,2467254885,ACTIVE,567.73,SINGLETON,1.0,1,No duplicates
MCH9176,Jayaraman Plc,5311,Department Store,Private Limited,Jalandar,Punjab,2025-08-16 00:00:00,,SUSPENDED,609.42,SINGLETON,1.0,1,No duplicates
MCH9180,Ramaswamyplc,5699,Apparel,Individual,Pune,Maharashtra,2025-08-08 00:00:00,,ACTIVE,1761.26,FORMATTING_DUPLICATE,0.85,2,2 records with formatting variations consolidated
MCH9185,Om Ltd,5812,Restaurant,Partnership,Kolkata,West Bengal,2025-09-22 00:00:00,RKEJ2980134292377,INACTIVE,311.59,FORMATTING_DUPLICATE,0.85,2,2 records with formatting variations consolidated
MCH9187,Mane And Sons,5812,Restaurant,Individual,Hyderabad,Telangana,2025-12-18 00:00:00,,ACTIVE,508.01,SINGLETON,1.0,1,No duplicates
MCH9188,Randhawa Plc,4814,Telecom,Partnership,Jalandhar,Punjab,2024-09-11 00:00:00,XXXX7941,ACTIVE,,SINGLETON,1.0,1,No duplicates
MCH9190,"Dugar, Babu And Ba1A",5812,Restaurant,Individual,Chennai,Tamil Nadu,2025-01-24 00:00:00,,ACTIVE,471.43,SINGLETON,1.0,1,No duplicates
MCH9192,Gandhi Llc,5912,Pharmacy,Individual,Jaipur,Rajasthan,2025-03-01 00:00:00,,ACTIVE,1758.06,SINGLETON,1.0,1,No duplicates
MCH9193,Ramachandran-Rao,5699,Apparel,Individual,Bengaluru,Karnataka,2024-04-07 00:00:00,XXXX3147,ACTIVE,1693.53,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Shroff Inc', 'Ramachandran-Rao']; Conflicting Categories: ['Grocery Stores', 'Garments']; Conflicting Cities: ['Jalandhar', 'Bengaluru']"
MCH9195,"Manne, Parsa And Ratta",5311,Department Store,Individual,Kolkata,West Bengal,2025-01-08 03:54:16,XXXX4221,ACTIVE,1304.69,SINGLETON,1.0,1,No duplicates
MCH9196,"Dani, Palla And Ramachandran",7011,Hotel & Lodging,Sole_Proprietor,Hyd,Telangana,2023-02-04 00:00:00,5171234438,ACTIVE,403.86,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Dani, Palla And Ramachandran', 'Brahmbhatt Inc']; Conflicting Categories: ['Hotels', 'Grocery Stores']; Conflicting Cities: ['Hyd', 'Bengaluru']"
MCH9199,Goda-Patel,4814,Telecom,Partnership,Lucknow,Uttar Pradesh,2024-12-23 00:00:00,3404405124,ACTIVE,992.24,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Goda-Patel', 'Bail, Peri And Baria']; Conflicting Categories: ['Phone Service', 'Dept_Store']; Conflicting Cities: ['Lucknow', 'Chennai']"
MCH9201,Ramachandran Plc,4814,Telecom,Private-Limited,Jpr,Rajasthan,2024-10-02 18:21:00,,ACTIVE,1064.13,SINGLETON,1.0,1,No duplicates
MCH9203,Patel-Bhasin,7011,Hotel & Lodging,Partnership,New Delhi,Delhi,2025-04-14 00:00:00,XXXX4448,ACTIVE,1305.76,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Patel-Bhasin', 'Lad Llc']; Conflicting Categories: ['Hotels', 'Eating Place']; Conflicting Cities: ['New Delhi', 'Chennai']"
MCH9205,Lala Ltd,4131,Transportation,Private_Limited,Kolkata,West Bengal,2024-11-26 04:12:00,XXXX6473,SUSPENDED,569.25,SINGLETON,1.0,1,No duplicates
